Customer,State,Customer Lifetime Value,Response,Coverage,Coverage Index,Education,Education Index,Effective To Date,Employment Status,Employment Status Index,Gender,Income,Location,Location Index,Marital Status,Marital Status Index,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy Type Index,Policy,Policy Index,Renew Offer Type,Sales Channel,Sales Channel Index,Total Claim Amount,Vehicle Class,Vehicle Class Index,Vehicle Size,Vehicle Size Index
FL34139,California,6920.74,No,Basic,0,High School or Below,0,02-03-2024,Unemployed,0,M,0,Suburban,1,Single,0,118.15,0,73,3,7,Personal Auto,0,Personal L2,1,1,Call Center,3,1256.66,Four-Door Car,1,Medsize,1
FL50532,Arizona,15457.20,No,Basic,0,Master,3,28-02-2024,Employed,1,M,91696.91,Suburban,1,Married,1,193.21,7,103,0,3,Personal Auto,0,Personal L1,0,3,Web,0,927.74,Sports Car,2,Medsize,1
FL50705,California,15317.15,No,Premium,2,High School or Below,0,14-01-2024,Employed,1,F,124111.71,Suburban,1,Married,1,189.04,15,28,0,3,Corporate Auto,1,Corporate L2,4,1,Call Center,3,909.73,Four-Door Car,1,Small,0
FL55134,Nevada,19532.43,Yes,Basic,0,High School or Below,0,18-02-2024,Retired,3,M,37958.12,Suburban,1,Divorced,2,189.04,4,58,1,2,Personal Auto,0,Personal L3,2,1,Branch,1,982.94,SUV,4,Medsize,1
FL59259,Nevada,11854.55,No,Extended,1,High School or Below,0,02-02-2024,Medical Leave,2,F,25880.41,Suburban,1,Divorced,2,162.63,3,4,2,3,Personal Auto,0,Personal L3,2,1,Web,0,1163.79,Four-Door Car,1,Medsize,1
FL67726,Washington,19532.43,Yes,Basic,0,High School or Below,0,18-02-2024,Retired,3,M,37958.12,Suburban,1,Divorced,2,189.04,4,58,1,2,Personal Auto,0,Personal L3,2,1,Branch,1,982.94,SUV,4,Medsize,1
FL69363,Oregon,17030.68,Yes,Basic,0,Master,3,26-01-2024,Employed,1,M,70785.75,Rural,0,Single,0,218.23,11,31,0,8,Personal Auto,0,Personal L1,0,1,Agent,2,296.63,Sports Car,2,Medsize,1
FL69981,California,7578.93,No,Basic,0,Bachelor,2,23-02-2024,Unemployed,0,F,0,Suburban,1,Married,1,207.11,23,80,0,1,Personal Auto,0,Personal L3,2,2,Call Center,3,990.79,SUV,4,Medsize,1
FL74984,Oregon,5149.27,No,Basic,0,Bachelor,2,02-01-2024,Employed,1,M,148603.51,Suburban,1,Divorced,2,132.05,15,100,0,1,Personal Auto,0,Personal L3,2,2,Call Center,3,630.50,Two-Door Car,0,Small,0
FL76894,Washington,8095.55,No,Basic,0,High School or Below,0,02-08-2024,Employed,1,M,62840.51,Urban,2,Married,1,207.11,9,82,0,1,Personal Auto,0,Personal L1,0,2,Branch,1,594.61,SUV,4,Medsize,1
FL77069,California,14109.46,No,Basic,0,Bachelor,2,27-01-2024,Employed,1,F,60793.04,Rural,0,Married,1,357.23,19,128,0,1,Corporate Auto,1,Corporate L1,3,1,Agent,2,627.93,Luxury SUV,5,Small,0
FL82372,Oregon,16273.37,No,Basic,0,College,1,26-01-2024,Employed,1,F,42308.82,Suburban,1,Divorced,2,209.89,9,81,0,3,Corporate Auto,1,Corporate L3,5,1,Agent,2,1008.81,SUV,4,Medsize,1
FL85008,Oregon,25270.67,Yes,Basic,0,High School or Below,0,23-02-2024,Disabled,4,F,21451.87,Suburban,1,Married,1,223.79,15,12,0,2,Personal Auto,0,Personal L2,1,2,Agent,2,1071.86,SUV,4,Small,0
FL96333,Nevada,11715.16,No,Extended,1,College,1,01-07-2024,Employed,1,M,138758.14,Urban,2,Married,1,145.95,28,103,0,8,Personal Auto,0,Personal L3,2,2,Web,0,620.89,Two-Door Car,0,Medsize,1
FM10372,California,7161.49,No,Extended,1,College,1,02-06-2024,Employed,1,F,154650.01,Rural,0,Divorced,2,177.92,14,115,0,1,Personal Auto,0,Personal L3,2,4,Branch,1,57.09,Four-Door Car,1,Large,2
FM12425,California,36287.58,No,Extended,1,College,1,02-08-2024,Employed,1,M,49705.01,Suburban,1,Divorced,2,462.87,28,53,0,7,Personal Auto,0,Personal L2,1,1,Web,0,2479.95,Luxury SUV,5,Medsize,1
FM14335,Washington,19674.95,Yes,Extended,1,College,1,02-01-2024,Employed,1,F,114669.44,Rural,0,Divorced,2,166.8,30,126,0,2,Personal Auto,0,Personal L1,0,2,Agent,2,92.80,Four-Door Car,1,Medsize,1
FM25704,Oregon,4757.43,No,Basic,0,Bachelor,2,26-02-2024,Employed,1,M,163130.4,Urban,2,Married,1,118.15,4,86,0,1,Corporate Auto,1,Corporate L3,5,3,Agent,2,505.83,Two-Door Car,0,Large,2
FM30352,Oregon,17068.17,No,Premium,2,High School or Below,0,14-01-2024,Unemployed,0,F,0,Suburban,1,Single,0,480.94,41,43,0,1,Personal Auto,0,Personal L3,2,3,Agent,2,3647.49,Luxury Car,3,Medsize,1
FM31768,Arizona,11220.96,Yes,Extended,1,High School or Below,0,02-07-2024,Employed,1,F,108261.54,Suburban,1,Divorced,2,143.17,22,76,0,3,Personal Auto,0,Personal L1,0,2,Agent,2,1026.82,Four-Door Car,1,Medsize,1
FM37864,California,6702.54,No,Extended,1,Bachelor,2,01-09-2024,Employed,1,F,140608.23,Urban,2,Divorced,2,166.8,18,22,0,1,Personal Auto,0,Personal L2,1,1,Agent,2,433.19,Two-Door Car,0,Large,2
FM38725,Oregon,4563.97,No,Basic,0,High School or Below,0,21-02-2024,Unemployed,0,F,0,Suburban,1,Single,0,129.27,3,68,0,1,Personal Auto,0,Personal L3,2,4,Web,0,1434.02,Four-Door Car,1,Medsize,1
FM46980,Arizona,10735.01,No,Basic,0,College,1,02-11-2024,Employed,1,M,78382.1,Suburban,1,Married,1,134.83,0,81,0,9,Personal Auto,0,Personal L1,0,2,Branch,1,893.51,Four-Door Car,1,Small,0
FM47139,Oregon,4628.16,No,Basic,0,College,1,20-02-2024,Employed,1,F,84170.06,Rural,0,Married,1,118.15,4,96,1,1,Personal Auto,0,Personal L3,2,2,Branch,1,194.42,Four-Door Car,1,Medsize,1
FM52759,Nevada,10410.88,Yes,Basic,0,Bachelor,2,13-01-2024,Employed,1,M,127222.53,Suburban,1,Divorced,2,129.27,1,105,0,9,Personal Auto,0,Personal L3,2,1,Agent,2,621.50,Four-Door Car,1,Medsize,1
FM54600,Washington,35379.04,No,Premium,2,High School or Below,0,14-01-2024,Unemployed,0,F,0,Suburban,1,Single,0,325.26,32,28,0,2,Corporate Auto,1,Corporate L2,4,2,Branch,1,2337.37,SUV,4,Medsize,1
FM55990,California,11239.80,Yes,Premium,2,College,1,19-01-2024,Employed,1,M,125423.87,Suburban,1,Single,0,289.12,45,32,0,1,Personal Auto,0,Personal L1,0,2,Branch,1,1387.11,Sports Car,2,Medsize,1
FM59265,Washington,15076.77,No,Basic,0,Bachelor,2,01-03-2024,Unemployed,0,F,0,Suburban,1,Married,1,193.21,22,68,0,7,Personal Auto,0,Personal L3,2,2,Agent,2,1391.61,SUV,4,Medsize,1
FM61329,California,25539.37,No,Basic,0,College,1,02-06-2024,Employed,1,M,94094.66,Suburban,1,Married,1,214.06,0,47,0,2,Personal Auto,0,Personal L3,2,2,Web,0,1476.68,SUV,4,Medsize,1
FM67585,California,11053.57,No,Basic,0,High School or Below,0,15-01-2024,Employed,1,M,144255.59,Rural,0,Married,1,137.61,28,5,0,9,Personal Auto,0,Personal L3,2,3,Agent,2,32.61,Four-Door Car,1,Medsize,1
FM70419,Oregon,8894.99,No,Basic,0,College,1,16-01-2024,Unemployed,0,M,0,Suburban,1,Single,0,134.83,5,82,1,4,Personal Auto,0,Personal L3,2,3,Web,0,972.78,Four-Door Car,1,Medsize,1
FM83188,Washington,15992.95,No,Basic,0,Doctor,4,18-01-2024,Unemployed,0,F,0,Suburban,1,Married,1,204.33,26,3,0,3,Corporate Auto,1,Corporate L3,5,1,Call Center,3,1358.18,SUV,4,Medsize,1
FN33339,Oregon,7789.05,No,Premium,2,High School or Below,0,02-08-2024,Employed,1,F,100930.68,Suburban,1,Married,1,194.6,27,104,0,1,Corporate Auto,1,Corporate L2,4,1,Agent,2,1249.92,Four-Door Car,1,Medsize,1
FN44127,Oregon,6583.83,Yes,Extended,1,College,1,01-05-2024,Medical Leave,2,M,39364.8,Suburban,1,Married,1,183.48,26,130,1,1,Personal Auto,0,Personal L2,1,2,Branch,1,2207.29,Four-Door Car,1,Small,0
FN50615,Washington,15067.16,No,Premium,2,High School or Below,0,16-01-2024,Employed,1,F,181774.47,Suburban,1,Single,0,189.04,34,131,0,3,Personal Auto,0,Personal L3,2,2,Agent,2,1179.37,Four-Door Car,1,Medsize,1
FN61865,Nevada,8014.91,No,Premium,2,Master,3,02-06-2024,Employed,1,F,49249.09,Rural,0,Single,0,207.11,8,58,0,1,Personal Auto,0,Personal L3,2,4,Call Center,3,83.09,Two-Door Car,0,Medsize,1
FN66189,Oregon,28931.38,No,Extended,1,College,1,02-08-2024,Employed,1,F,158332.12,Rural,0,Married,1,180.7,7,73,0,2,Personal Auto,0,Personal L3,2,4,Branch,1,81.77,Four-Door Car,1,Medsize,1
FN66436,California,20119.96,No,Extended,1,College,1,02-03-2024,Employed,1,F,101914.8,Urban,2,Married,1,169.58,27,55,0,2,Personal Auto,0,Personal L3,2,2,Agent,2,723.52,Two-Door Car,0,Medsize,1
FN67085,California,4667.52,No,Basic,0,College,1,01-08-2024,Employed,1,M,41904.33,Rural,0,Divorced,2,119.54,15,16,0,1,Corporate Auto,1,Corporate L3,5,2,Web,0,114.86,Four-Door Car,1,Medsize,1
FN69743,California,8700.48,Yes,Basic,0,College,1,01-01-2024,Retired,3,M,50294.37,Suburban,1,Married,1,123.71,9,58,1,5,Corporate Auto,1,Corporate L1,3,2,Agent,2,594.48,Two-Door Car,0,Medsize,1
FN77294,California,14458.35,No,Basic,0,High School or Below,0,24-02-2024,Employed,1,M,56981.66,Suburban,1,Single,0,189.04,34,18,2,3,Personal Auto,0,Personal L2,1,1,Branch,1,909.73,SUV,4,Medsize,1
FN80010,California,8092.68,No,Basic,0,Master,3,01-03-2024,Disabled,4,F,47670.05,Suburban,1,Divorced,2,209.89,22,5,0,1,Personal Auto,0,Personal L3,2,1,Branch,1,1084.95,SUV,4,Medsize,1
FN98595,Nevada,14105.33,No,Extended,1,High School or Below,0,20-02-2024,Employed,1,F,59066.66,Rural,0,Married,1,176.53,30,104,0,3,Special Auto,2,Special L2,7,2,Branch,1,275.75,Four-Door Car,1,Medsize,1
FN99437,California,8252.43,No,Basic,0,College,1,25-02-2024,Employed,1,M,171987.48,Urban,2,Divorced,2,208.5,14,34,0,1,Corporate Auto,1,Corporate L3,5,2,Agent,2,645.49,SUV,4,Medsize,1
FO13070,California,10846.52,Yes,Basic,0,High School or Below,0,26-02-2024,Employed,1,M,95825.21,Suburban,1,Single,0,139,31,0,0,8,Personal Auto,0,Personal L2,1,2,Call Center,3,1478.67,Four-Door Car,1,Medsize,1
FO13691,Oregon,9615.59,No,Basic,0,Doctor,4,30-01-2024,Employed,1,M,138373.11,Urban,2,Divorced,2,119.54,31,4,0,3,Personal Auto,0,Personal L3,2,1,Agent,2,430.23,Two-Door Car,0,Medsize,1
FO33051,Arizona,30690.74,No,Premium,2,College,1,16-02-2024,Medical Leave,2,M,55242.77,Suburban,1,Divorced,2,273.83,5,14,0,2,Personal Auto,0,Personal L3,2,1,Call Center,3,1315.05,SUV,4,Large,2
FO35655,Oregon,16273.44,No,Extended,1,Bachelor,2,14-01-2024,Unemployed,0,M,0,Suburban,1,Single,0,460.09,46,112,0,1,Corporate Auto,1,Corporate L3,5,1,Branch,1,4401.17,Luxury SUV,5,Medsize,1
FO36473,California,8065.91,No,Basic,0,Bachelor,2,17-02-2024,Employed,1,F,58948.51,Suburban,1,Married,1,218.23,0,92,4,1,Personal Auto,0,Personal L3,2,1,Call Center,3,1044.84,SUV,4,Medsize,1
FO49408,Oregon,5712.07,No,Extended,1,High School or Below,0,15-02-2024,Employed,1,M,45926.99,Suburban,1,Single,0,157.07,15,74,3,1,Personal Auto,0,Personal L3,2,2,Call Center,3,1134.91,Four-Door Car,1,Medsize,1
FO63400,California,9658.15,No,Basic,0,College,1,01-04-2024,Employed,1,F,175925.35,Rural,0,Divorced,2,119.54,46,32,0,3,Corporate Auto,1,Corporate L1,3,4,Call Center,3,290.32,Four-Door Car,1,Large,2
FO74055,California,5790.91,No,Extended,1,College,1,16-01-2024,Employed,1,F,138744.24,Rural,0,Married,1,143.17,46,65,0,1,Personal Auto,0,Personal L3,2,4,Call Center,3,99.64,Two-Door Car,0,Medsize,1
FO78512,California,32707.16,No,Basic,0,Master,3,01-09-2024,Employed,1,M,78390.44,Rural,0,Married,1,204.33,15,108,0,2,Personal Auto,0,Personal L3,2,1,Web,0,196.42,Sports Car,2,Medsize,1
FO82261,Oregon,8639.36,No,Basic,0,College,1,01-12-2024,Employed,1,M,124150.63,Urban,2,Single,0,221.01,26,116,0,1,Personal Auto,0,Personal L3,2,2,Branch,1,858.67,SUV,4,Medsize,1
FO83170,California,5472.58,No,Basic,0,Doctor,4,02-03-2024,Employed,1,M,161035.67,Rural,0,Married,1,134.83,0,42,0,1,Personal Auto,0,Personal L1,0,4,Agent,2,290.83,Four-Door Car,1,Medsize,1
FO99259,California,15698.19,No,Premium,2,Bachelor,2,26-01-2024,Retired,3,M,49971.89,Suburban,1,Divorced,2,221.01,26,36,0,8,Personal Auto,0,Personal L3,2,4,Call Center,3,1090.39,Four-Door Car,1,Medsize,1
FP10040,Oregon,16134.49,No,Basic,0,High School or Below,0,23-01-2024,Employed,1,M,71519.67,Urban,2,Married,1,137.61,5,46,0,2,Personal Auto,0,Personal L1,0,3,Agent,2,382.12,Four-Door Car,1,Large,2
FP11025,California,15147.57,No,Basic,0,Bachelor,2,01-10-2024,Employed,1,F,108720.24,Urban,2,Married,1,189.04,8,49,0,3,Special Auto,2,Special L3,8,3,Branch,1,530.03,SUV,4,Large,2
FP11777,California,20589.08,Yes,Extended,1,Doctor,4,18-01-2024,Employed,1,M,45343.19,Suburban,1,Divorced,2,257.15,3,54,0,5,Corporate Auto,1,Corporate L2,4,2,Agent,2,1233.99,Sports Car,2,Medsize,1
FP17993,Arizona,10328.52,Yes,Basic,0,Bachelor,2,02-08-2024,Unemployed,0,F,0,Suburban,1,Married,1,137.61,24,61,0,5,Personal Auto,0,Personal L2,1,1,Call Center,3,657.53,Four-Door Car,1,Medsize,1
FP20500,California,11755.59,No,Extended,1,Bachelor,2,18-02-2024,Unemployed,0,M,0,Suburban,1,Single,0,166.8,7,22,0,3,Corporate Auto,1,Corporate L1,3,1,Agent,2,1595.36,Two-Door Car,0,Medsize,1
FP23103,Oregon,10884.06,No,Extended,1,Bachelor,2,19-02-2024,Unemployed,0,M,0,Suburban,1,Married,1,145.95,43,50,0,5,Special Auto,2,Special L2,7,2,Agent,2,702.56,Two-Door Car,0,Medsize,1
FP27229,California,6350.95,No,Extended,1,College,1,01-05-2024,Employed,1,F,102462.46,Suburban,1,Single,0,161.24,39,92,0,1,Corporate Auto,1,Corporate L3,5,1,Agent,2,774.62,Four-Door Car,1,Medsize,1
FP31685,Oregon,14764.48,No,Basic,0,Bachelor,2,02-05-2024,Employed,1,F,46699.83,Suburban,1,Single,0,127.88,45,8,0,2,Personal Auto,0,Personal L3,2,2,Agent,2,612.49,Four-Door Car,1,Medsize,1
FP34904,Oregon,5471.15,No,Basic,0,College,1,01-08-2024,Employed,1,M,162503.51,Suburban,1,Married,1,137.61,43,120,0,1,Corporate Auto,1,Corporate L1,3,2,Web,0,657.53,Four-Door Car,1,Medsize,1
FP39090,Oregon,45275.26,Yes,Basic,0,Bachelor,2,26-01-2024,Medical Leave,2,M,26405.83,Suburban,1,Divorced,2,133.44,18,4,0,2,Special Auto,2,Special L2,7,1,Agent,2,959.27,Four-Door Car,1,Medsize,1
FP45327,Washington,17066.86,Yes,Basic,0,College,1,01-11-2024,Employed,1,M,71188.85,Suburban,1,Married,1,218.23,15,57,0,5,Personal Auto,0,Personal L2,1,2,Call Center,3,1044.84,SUV,4,Medsize,1
FP51143,California,3997.61,No,Basic,0,College,1,30-01-2024,Unemployed,0,M,0,Suburban,1,Single,0,116.76,22,107,0,1,Corporate Auto,1,Corporate L2,4,1,Branch,1,837.67,Two-Door Car,0,Medsize,1
FP53421,California,14287.12,No,Basic,0,High School or Below,0,19-01-2024,Retired,3,M,48683.36,Suburban,1,Divorced,2,132.05,27,46,0,2,Personal Auto,0,Personal L3,2,4,Branch,1,630.50,Four-Door Car,1,Medsize,1
FP59138,Oregon,24439.79,Yes,Extended,1,Master,3,31-01-2024,Unemployed,0,M,0,Suburban,1,Single,0,234.91,8,82,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,1688.85,SUV,4,Small,0
FP60372,Nevada,15148.51,No,Basic,0,Bachelor,2,15-01-2024,Employed,1,M,57390.32,Rural,0,Married,1,127.88,14,50,0,2,Personal Auto,0,Personal L2,1,3,Branch,1,96.94,Two-Door Car,0,Medsize,1
FP65563,Washington,28622.75,No,Basic,0,High School or Below,0,24-01-2024,Employed,1,M,97459.85,Urban,2,Married,1,362.79,7,54,0,9,Personal Auto,0,Personal L3,2,4,Web,0,1595.76,Luxury Car,3,Small,0
FP66510,Washington,15361.21,No,Basic,0,High School or Below,0,28-01-2024,Employed,1,F,82335.26,Urban,2,Married,1,191.82,35,104,0,4,Corporate Auto,1,Corporate L1,3,1,Agent,2,778.21,SUV,4,Medsize,1
FP66891,California,4087.99,No,Basic,0,Bachelor,2,17-01-2024,Unemployed,0,M,0,Suburban,1,Single,0,122.32,24,85,0,1,Personal Auto,0,Personal L1,0,1,Agent,2,599.52,Four-Door Car,1,Large,2
FP67637,Nevada,10096.15,No,Basic,0,Bachelor,2,25-01-2024,Employed,1,M,176049.06,Urban,2,Married,1,123.71,9,34,0,6,Personal Auto,0,Personal L3,2,1,Agent,2,466.14,Four-Door Car,1,Small,0
FP67680,California,8956.41,No,Extended,1,High School or Below,0,20-01-2024,Medical Leave,2,M,28753.54,Suburban,1,Married,1,240.47,41,82,0,1,Personal Auto,0,Personal L3,2,1,Agent,2,1152.92,SUV,4,Medsize,1
FP78531,California,25205.15,No,Basic,0,Bachelor,2,15-01-2024,Employed,1,F,129396.49,Rural,0,Single,0,221.01,16,11,2,2,Personal Auto,0,Personal L3,2,3,Call Center,3,222.44,SUV,4,Medsize,1
FP86246,California,24790.46,No,Premium,2,Bachelor,2,31-01-2024,Employed,1,M,140092.54,Urban,2,Divorced,2,208.5,0,8,0,2,Personal Auto,0,Personal L2,1,3,Call Center,3,946.44,Four-Door Car,1,Medsize,1
FP93662,California,29660.96,No,Extended,1,Master,3,02-06-2024,Employed,1,F,109805.83,Suburban,1,Married,1,183.48,19,101,0,2,Corporate Auto,1,Corporate L2,4,4,Branch,1,882.71,Two-Door Car,0,Large,2
FP95606,Arizona,9027.80,No,Extended,1,College,1,29-01-2024,Employed,1,F,46370.4,Rural,0,Married,1,229.35,42,126,0,1,Personal Auto,0,Personal L3,2,3,Agent,2,487.89,Sports Car,2,Small,0
FP99321,Washington,4931.76,No,Extended,1,High School or Below,0,02-09-2024,Unemployed,0,M,0,Suburban,1,Single,0,166.8,16,99,4,1,Personal Auto,0,Personal L3,2,1,Branch,1,1202.46,Four-Door Car,1,Small,0
FQ20031,Oregon,20503.95,No,Premium,2,High School or Below,0,01-09-2024,Employed,1,M,55202.46,Suburban,1,Married,1,514.3,31,42,0,1,Personal Auto,0,Personal L2,1,4,Agent,2,3701.96,Luxury SUV,5,Medsize,1
FQ22639,California,5568.84,No,Extended,1,College,1,22-02-2024,Employed,1,M,66062.53,Rural,0,Married,1,143.17,9,15,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,335.59,Four-Door Car,1,Large,2
FQ24781,Oregon,4830.15,Yes,Basic,0,Master,3,14-01-2024,Employed,1,F,65659.43,Rural,0,Single,0,122.32,31,99,0,1,Personal Auto,0,Personal L1,0,2,Web,0,80.11,Four-Door Car,1,Medsize,1
FQ24929,Oregon,10282.39,Yes,Basic,0,Master,3,13-01-2024,Employed,1,M,105093.73,Suburban,1,Married,1,127.88,42,41,1,3,Personal Auto,0,Personal L3,2,1,Branch,1,612.49,Four-Door Car,1,Small,0
FQ32742,Arizona,14174.96,No,Basic,0,Doctor,4,24-01-2024,Employed,1,M,71322.29,Urban,2,Divorced,2,127.88,16,54,4,2,Personal Auto,0,Personal L2,1,2,Agent,2,603.84,Four-Door Car,1,Medsize,1
FQ33633,Nevada,8281.54,No,Basic,0,College,1,01-03-2024,Employed,1,F,70738.49,Rural,0,Married,1,209.89,47,11,0,1,Personal Auto,0,Personal L2,1,4,Agent,2,72.07,SUV,4,Small,0
FQ46354,California,19701.23,No,Extended,1,Bachelor,2,02-04-2024,Employed,1,M,56955.25,Rural,0,Married,1,166.8,28,18,0,2,Personal Auto,0,Personal L2,1,1,Web,0,274.18,Four-Door Car,1,Medsize,1
FQ51281,Oregon,15332.17,No,Basic,0,Bachelor,2,27-01-2024,Employed,1,F,178719.25,Rural,0,Married,1,127.88,4,16,1,2,Personal Auto,0,Personal L3,2,2,Branch,1,164.76,Four-Door Car,1,Large,2
FQ61281,Oregon,156360.07,No,Extended,1,High School or Below,0,31-01-2024,Employed,1,M,110634.27,Suburban,1,Married,1,433.68,42,100,0,2,Personal Auto,0,Personal L3,2,1,Call Center,3,2080.66,Luxury Car,3,Small,0
FQ66070,California,15933.40,No,Basic,0,College,1,24-02-2024,Employed,1,M,116486.17,Urban,2,Married,1,133.44,34,111,0,2,Personal Auto,0,Personal L2,1,3,Branch,1,426.38,Four-Door Car,1,Medsize,1
FQ66351,California,9987.28,No,Extended,1,Bachelor,2,16-01-2024,Employed,1,F,63201.91,Suburban,1,Single,0,258.54,18,28,1,1,Personal Auto,0,Personal L2,1,1,Agent,2,1638.42,SUV,4,Large,2
FQ70521,California,16751.77,No,Premium,2,High School or Below,0,02-11-2024,Employed,1,F,181585.43,Rural,0,Married,1,208.5,8,88,2,3,Personal Auto,0,Personal L1,0,2,Agent,2,4.78,Four-Door Car,1,Large,2
FQ79356,California,4432.07,No,Basic,0,Bachelor,2,24-02-2024,Medical Leave,2,F,33896.54,Urban,2,Married,1,118.15,14,61,2,1,Personal Auto,0,Personal L2,1,3,Call Center,3,343.33,Four-Door Car,1,Medsize,1
FQ83162,Washington,65131.20,No,Basic,0,College,1,02-01-2024,Unemployed,0,M,0,Suburban,1,Divorced,2,204.33,4,26,0,2,Personal Auto,0,Personal L2,1,1,Agent,2,1348.65,Sports Car,2,Medsize,1
FQ88964,Arizona,4264.24,No,Basic,0,College,1,25-02-2024,Unemployed,0,M,0,Suburban,1,Single,0,133.44,30,14,1,1,Personal Auto,0,Personal L2,1,3,Call Center,3,732.77,Two-Door Car,0,Large,2
FQ89652,Oregon,13167.68,No,Basic,0,College,1,26-02-2024,Unemployed,0,F,0,Suburban,1,Single,0,193.21,39,123,0,6,Special Auto,2,Special L2,7,1,Agent,2,1391.61,SUV,4,Medsize,1
FQ93665,California,35539.98,No,Basic,0,High School or Below,0,20-01-2024,Employed,1,F,41116.2,Suburban,1,Married,1,125.1,22,46,0,2,Corporate Auto,1,Corporate L3,5,2,Agent,2,1323.72,Four-Door Car,1,Small,0
FR12423,Oregon,45275.26,Yes,Basic,0,Bachelor,2,26-01-2024,Medical Leave,2,M,26405.83,Suburban,1,Divorced,2,133.44,18,4,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,959.27,Four-Door Car,1,Medsize,1
FR15853,Nevada,11946.22,Yes,Extended,1,High School or Below,0,01-07-2024,Employed,1,M,83256.83,Suburban,1,Married,1,150.12,7,97,0,3,Corporate Auto,1,Corporate L2,4,2,Call Center,3,720.58,Two-Door Car,0,Large,2
FR15942,Washington,6043.79,No,Extended,1,Bachelor,2,01-06-2024,Medical Leave,2,M,35836.98,Suburban,1,Married,1,162.63,47,4,0,1,Personal Auto,0,Personal L2,1,2,Branch,1,783.63,Two-Door Car,0,Medsize,1
FR17176,Arizona,28043.99,No,Basic,0,High School or Below,0,23-02-2024,Unemployed,0,F,0,Suburban,1,Married,1,127.88,15,70,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,612.49,Four-Door Car,1,Medsize,1
FR26341,Oregon,4501.81,No,Basic,0,Master,3,24-02-2024,Disabled,4,M,35863.39,Urban,2,Married,1,116.76,41,43,0,1,Personal Auto,0,Personal L1,0,2,Web,0,486.03,Four-Door Car,1,Medsize,1
FR34560,Oregon,4703.01,No,Basic,0,Master,3,23-02-2024,Medical Leave,2,F,32263.29,Suburban,1,Divorced,2,123.71,5,4,0,1,Corporate Auto,1,Corporate L3,5,1,Web,0,594.48,Four-Door Car,1,Medsize,1
FR46645,California,8057.69,No,Premium,2,Bachelor,2,17-01-2024,Disabled,4,M,31338.94,Suburban,1,Married,1,212.67,27,35,0,1,Personal Auto,0,Personal L2,1,1,Branch,1,1560.55,Four-Door Car,1,Small,0
FR48094,Arizona,4610.21,No,Basic,0,High School or Below,0,15-02-2024,Unemployed,0,M,0,Suburban,1,Single,0,137.61,20,80,0,1,Personal Auto,0,Personal L3,2,4,Branch,1,986.29,Four-Door Car,1,Small,0
FR54989,Arizona,5087.04,No,Extended,1,College,1,02-10-2024,Unemployed,0,M,0,Suburban,1,Single,0,143.17,15,51,0,1,Corporate Auto,1,Corporate L3,5,4,Call Center,3,1026.82,Two-Door Car,0,Medsize,1
FR55658,California,6549.04,No,Extended,1,Master,3,27-01-2024,Employed,1,M,170733.7,Rural,0,Divorced,2,162.63,45,53,0,1,Personal Auto,0,Personal L2,1,1,Branch,1,146.52,Four-Door Car,1,Medsize,1
FR56877,Arizona,22075.02,No,Extended,1,High School or Below,0,02-03-2024,Employed,1,F,54054.32,Suburban,1,Married,1,186.26,47,101,0,2,Special Auto,2,Special L3,8,2,Call Center,3,891.71,Four-Door Car,1,Medsize,1
FR66336,California,9993.72,Yes,Basic,0,High School or Below,0,21-02-2024,Unemployed,0,M,0,Suburban,1,Married,1,137.61,23,59,0,7,Personal Auto,0,Personal L3,2,2,Call Center,3,931.63,Two-Door Car,0,Medsize,1
FR81224,Oregon,10311.13,No,Basic,0,Master,3,02-07-2024,Employed,1,M,167393.53,Rural,0,Married,1,127.88,38,116,0,6,Personal Auto,0,Personal L2,1,2,Agent,2,310.61,Two-Door Car,0,Medsize,1
FR82361,Arizona,19661.55,No,Extended,1,Doctor,4,23-01-2024,Employed,1,M,115267.14,Suburban,1,Single,0,165.41,32,16,0,2,Personal Auto,0,Personal L3,2,1,Branch,1,792.63,Four-Door Car,1,Large,2
FS19862,Arizona,17098.75,No,Basic,0,Bachelor,2,17-01-2024,Disabled,4,F,47283.63,Suburban,1,Married,1,221.01,35,49,0,4,Personal Auto,0,Personal L3,2,3,Call Center,3,1062.85,SUV,4,Small,0
FS29897,Oregon,4024.94,No,Basic,0,High School or Below,0,01-06-2024,Unemployed,0,F,0,Suburban,1,Single,0,113.98,46,47,1,1,Personal Auto,0,Personal L1,0,2,Agent,2,549.44,Four-Door Car,1,Medsize,1
FS31523,California,16011.65,No,Extended,1,High School or Below,0,02-01-2024,Unemployed,0,F,0,Suburban,1,Married,1,229.35,43,8,2,7,Personal Auto,0,Personal L3,2,2,Call Center,3,1098.88,SUV,4,Small,0
FS37417,Arizona,7427.19,No,Basic,0,High School or Below,0,23-02-2024,Unemployed,0,F,0,Suburban,1,Married,1,189.04,39,16,0,1,Personal Auto,0,Personal L2,1,1,Call Center,3,909.73,SUV,4,Small,0
